Tag_Option,Account_Category,Account_Name,Account_Code,Total
8025050 - حصر الاحتياج التدريبي في منظومة الصحة,Cost of Goods Sold,Shipping and delivery fees - 521305 - ارساليات و رسوم توصيل,521305,0.0
8025060 - مجموعات عمل التطوع التكافلي,Cost of Goods Sold,Shipping and delivery fees - 521305 - ارساليات و رسوم توصيل,521305,0.0
8025070 - سفر الإفطار في الحرم المكي,Cost of Goods Sold,Shipping and delivery fees - 521305 - ارساليات و رسوم توصيل,521305,0.0
8025080 - سوق الدار,Cost of Goods Sold,Shipping and delivery fees - 521305 - ارساليات و رسوم توصيل,521305,0.0
8025090 - هاكاثون الوعي المعرفي,Cost of Goods Sold,Shipping and delivery fees - 521305 - ارساليات و رسوم توصيل,521305,0.0
8025100 - مشروع منظومة عمل إدارة دراسات الحالة,Cost of Goods Sold,Shipping and delivery fees - 521305 - ارساليات و رسوم توصيل,521305,0.0
8025110 - مشروع خارطة الاستثمار الاجتماعي في قطاع الشباب,Cost of Goods Sold,Shipping and delivery fees - 521305 - ارساليات و رسوم توصيل,521305,0.0
8025120 - مشروع تقديم خدمات استشارية لأكاديمية الفوزان,Cost of Goods Sold,Shipping and delivery fees - 521305 - ارساليات و رسوم توصيل,521305,0.0
8026010 - تأسيس وحدة الاستثمار الاجتماعي مع جمعية متلازمة النجاح,Cost of Goods Sold,Shipping and delivery fees - 521305 - ارساليات و رسوم توصيل,521305,0.0
8026020 - التأهيل للتوظيف,Cost of Goods Sold,Shipping and delivery fees - 521305 - ارساليات و رسوم توصيل,521305,0.0
8026030 - حاضنة أثر الطاقة الاجتماعية,Cost of Goods Sold,Shipping and delivery fees - 521305 - ارساليات و رسوم توصيل,521305,0.0
Untagged,Cost of Goods Sold,Shipping and delivery fees - 521305 - ارساليات و رسوم توصيل,521305,0.0
Overall,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,6000.0
8000010 - تسوية مراكز التكلفة تكامل,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8000011 - المصاريف العمومية والادارية تكامل,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8000020 - مصاريف بيعية وتسويقية تكامل,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8000030 - تدريب وتطوير تكامل,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8000040 - مكتب ادارة المشاريع تكامل,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8000050 - الاتصال المؤسسي تكامل,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8000060 - منصة قياس الأثر,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8023010 - إنشاء مقار إدارة العمل التطوعي لخدمة ضيوف الرحمن,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8023020 - منهجية عمل تعزز البنية المؤسسية للمنظمات غير الربحية,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8023030 - رفع الوعي الفني لدى منظمات القطاع غير الربحي,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8024010 - مشروع تقديم خدمات تأسيس وتفعيل وحدات ومراكز العمل التطوعي,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8024020 - مشروع الخدمات اللوجستية للعاملين في القطاع غير الربحي,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8024030 - تمكين الجمعيات المتخصصة العاملة في القطاع غير الربحي,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8024040 - تقديم الخدمات اللوجستية للتدريب في برنامج رائد,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8025010 - مشروع العربة,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8025020 - مشروع وزارة الرياضة,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8025030 - تقديم 3000 ساعة عمل تطوعية لموظفين شركة الكهرباء,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8025040 - مصنع الابتكار - اشوكا,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,6000.0
8025050 - حصر الاحتياج التدريبي في منظومة الصحة,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8025060 - مجموعات عمل التطوع التكافلي,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8025070 - سفر الإفطار في الحرم المكي,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8025080 - سوق الدار,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8025090 - هاكاثون الوعي المعرفي,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8025100 - مشروع منظومة عمل إدارة دراسات الحالة,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8025110 - مشروع خارطة الاستثمار الاجتماعي في قطاع الشباب,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8025120 - مشروع تقديم خدمات استشارية لأكاديمية الفوزان,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8026010 - تأسيس وحدة الاستثمار الاجتماعي مع جمعية متلازمة النجاح,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8026020 - التأهيل للتوظيف,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
8026030 - حاضنة أثر الطاقة الاجتماعية,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
Untagged,Cost of Goods Sold,SMS fees - 521306 - شحن رسائل SMS,521306,0.0
Overall,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,12750.1
8000010 - تسوية مراكز التكلفة تكامل,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8000011 - المصاريف العمومية والادارية تكامل,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8000020 - مصاريف بيعية وتسويقية تكامل,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8000030 - تدريب وتطوير تكامل,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8000040 - مكتب ادارة المشاريع تكامل,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8000050 - الاتصال المؤسسي تكامل,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8000060 - منصة قياس الأثر,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8023010 - إنشاء مقار إدارة العمل التطوعي لخدمة ضيوف الرحمن,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8023020 - منهجية عمل تعزز البنية المؤسسية للمنظمات غير الربحية,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8023030 - رفع الوعي الفني لدى منظمات القطاع غير الربحي,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8024010 - مشروع تقديم خدمات تأسيس وتفعيل وحدات ومراكز العمل التطوعي,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8024020 - مشروع الخدمات اللوجستية للعاملين في القطاع غير الربحي,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,12750.1
8024030 - تمكين الجمعيات المتخصصة العاملة في القطاع غير الربحي,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8024040 - تقديم الخدمات اللوجستية للتدريب في برنامج رائد,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8025010 - مشروع العربة,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8025020 - مشروع وزارة الرياضة,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8025030 - تقديم 3000 ساعة عمل تطوعية لموظفين شركة الكهرباء,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8025040 - مصنع الابتكار - اشوكا,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8025050 - حصر الاحتياج التدريبي في منظومة الصحة,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8025060 - مجموعات عمل التطوع التكافلي,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8025070 - سفر الإفطار في الحرم المكي,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8025080 - سوق الدار,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8025090 - هاكاثون الوعي المعرفي,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8025100 - مشروع منظومة عمل إدارة دراسات الحالة,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8025110 - مشروع خارطة الاستثمار الاجتماعي في قطاع الشباب,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8025120 - مشروع تقديم خدمات استشارية لأكاديمية الفوزان,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8026010 - تأسيس وحدة الاستثمار الاجتماعي مع جمعية متلازمة النجاح,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8026020 - التأهيل للتوظيف,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
8026030 - حاضنة أثر الطاقة الاجتماعية,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
Untagged,Cost of Goods Sold,Software and application subscription - 521409 - اشتراكات برامج وتطبيقات,521409,0.0
Overall,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,15000.0
8000010 - تسوية مراكز التكلفة تكامل,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,6000.0
8000011 - المصاريف العمومية والادارية تكامل,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8000020 - مصاريف بيعية وتسويقية تكامل,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8000030 - تدريب وتطوير تكامل,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8000040 - مكتب ادارة المشاريع تكامل,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8000050 - الاتصال المؤسسي تكامل,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8000060 - منصة قياس الأثر,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8023010 - إنشاء مقار إدارة العمل التطوعي لخدمة ضيوف الرحمن,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8023020 - منهجية عمل تعزز البنية المؤسسية للمنظمات غير الربحية,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8023030 - رفع الوعي الفني لدى منظمات القطاع غير الربحي,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8024010 - مشروع تقديم خدمات تأسيس وتفعيل وحدات ومراكز العمل التطوعي,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8024020 - مشروع الخدمات اللوجستية للعاملين في القطاع غير الربحي,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8024030 - تمكين الجمعيات المتخصصة العاملة في القطاع غير الربحي,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8024040 - تقديم الخدمات اللوجستية للتدريب في برنامج رائد,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8025010 - مشروع العربة,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8025020 - مشروع وزارة الرياضة,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,9000.0
8025030 - تقديم 3000 ساعة عمل تطوعية لموظفين شركة الكهرباء,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8025040 - مصنع الابتكار - اشوكا,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8025050 - حصر الاحتياج التدريبي في منظومة الصحة,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8025060 - مجموعات عمل التطوع التكافلي,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8025070 - سفر الإفطار في الحرم المكي,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8025080 - سوق الدار,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8025090 - هاكاثون الوعي المعرفي,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8025100 - مشروع منظومة عمل إدارة دراسات الحالة,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8025110 - مشروع خارطة الاستثمار الاجتماعي في قطاع الشباب,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8025120 - مشروع تقديم خدمات استشارية لأكاديمية الفوزان,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8026010 - تأسيس وحدة الاستثمار الاجتماعي مع جمعية متلازمة النجاح,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8026020 - التأهيل للتوظيف,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
8026030 - حاضنة أثر الطاقة الاجتماعية,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
Untagged,Cost of Goods Sold,Sponosrship transfer - 510201 - نقل كفالات,510201,0.0
Overall,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,2746.9
8000010 - تسوية مراكز التكلفة تكامل,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8000011 - المصاريف العمومية والادارية تكامل,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8000020 - مصاريف بيعية وتسويقية تكامل,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8000030 - تدريب وتطوير تكامل,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8000040 - مكتب ادارة المشاريع تكامل,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8000050 - الاتصال المؤسسي تكامل,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8000060 - منصة قياس الأثر,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8023010 - إنشاء مقار إدارة العمل التطوعي لخدمة ضيوف الرحمن,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8023020 - منهجية عمل تعزز البنية المؤسسية للمنظمات غير الربحية,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8023030 - رفع الوعي الفني لدى منظمات القطاع غير الربحي,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8024010 - مشروع تقديم خدمات تأسيس وتفعيل وحدات ومراكز العمل التطوعي,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8024020 - مشروع الخدمات اللوجستية للعاملين في القطاع غير الربحي,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8024030 - تمكين الجمعيات المتخصصة العاملة في القطاع غير الربحي,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8024040 - تقديم الخدمات اللوجستية للتدريب في برنامج رائد,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,268.0
8025010 - مشروع العربة,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,565.23
8025020 - مشروع وزارة الرياضة,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8025030 - تقديم 3000 ساعة عمل تطوعية لموظفين شركة الكهرباء,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8025040 - مصنع الابتكار - اشوكا,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8025050 - حصر الاحتياج التدريبي في منظومة الصحة,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8025060 - مجموعات عمل التطوع التكافلي,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8025070 - سفر الإفطار في الحرم المكي,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,1913.67
8025080 - سوق الدار,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8025090 - هاكاثون الوعي المعرفي,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8025100 - مشروع منظومة عمل إدارة دراسات الحالة,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8025110 - مشروع خارطة الاستثمار الاجتماعي في قطاع الشباب,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8025120 - مشروع تقديم خدمات استشارية لأكاديمية الفوزان,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8026010 - تأسيس وحدة الاستثمار الاجتماعي مع جمعية متلازمة النجاح,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8026020 - التأهيل للتوظيف,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
8026030 - حاضنة أثر الطاقة الاجتماعية,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
Untagged,Cost of Goods Sold,Stationery - 520801 - قرطاسية,520801,0.0
Overall,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,17916.96
8000010 - تسوية مراكز التكلفة تكامل,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,949.0
8000011 - المصاريف العمومية والادارية تكامل,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8000020 - مصاريف بيعية وتسويقية تكامل,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8000030 - تدريب وتطوير تكامل,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8000040 - مكتب ادارة المشاريع تكامل,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8000050 - الاتصال المؤسسي تكامل,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8000060 - منصة قياس الأثر,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8023010 - إنشاء مقار إدارة العمل التطوعي لخدمة ضيوف الرحمن,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8023020 - منهجية عمل تعزز البنية المؤسسية للمنظمات غير الربحية,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8023030 - رفع الوعي الفني لدى منظمات القطاع غير الربحي,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8024010 - مشروع تقديم خدمات تأسيس وتفعيل وحدات ومراكز العمل التطوعي,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8024020 - مشروع الخدمات اللوجستية للعاملين في القطاع غير الربحي,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,7755.97
8024030 - تمكين الجمعيات المتخصصة العاملة في القطاع غير الربحي,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8024040 - تقديم الخدمات اللوجستية للتدريب في برنامج رائد,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,159.0
8025010 - مشروع العربة,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8025020 - مشروع وزارة الرياضة,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,1000.0
8025030 - تقديم 3000 ساعة عمل تطوعية لموظفين شركة الكهرباء,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8025040 - مصنع الابتكار - اشوكا,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,2332.99
8025050 - حصر الاحتياج التدريبي في منظومة الصحة,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8025060 - مجموعات عمل التطوع التكافلي,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,605.0
8025070 - سفر الإفطار في الحرم المكي,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8025080 - سوق الدار,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8025090 - هاكاثون الوعي المعرفي,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8025100 - مشروع منظومة عمل إدارة دراسات الحالة,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,5115.0
8025110 - مشروع خارطة الاستثمار الاجتماعي في قطاع الشباب,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8025120 - مشروع تقديم خدمات استشارية لأكاديمية الفوزان,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8026010 - تأسيس وحدة الاستثمار الاجتماعي مع جمعية متلازمة النجاح,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8026020 - التأهيل للتوظيف,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
8026030 - حاضنة أثر الطاقة الاجتماعية,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
Untagged,Cost of Goods Sold,Technical and electronic tools - 530116 - ادوات تقنية والكترونية وعدد,530116,0.0
Overall,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,7200.0
8000010 - تسوية مراكز التكلفة تكامل,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8000011 - المصاريف العمومية والادارية تكامل,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8000020 - مصاريف بيعية وتسويقية تكامل,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8000030 - تدريب وتطوير تكامل,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8000040 - مكتب ادارة المشاريع تكامل,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8000050 - الاتصال المؤسسي تكامل,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8000060 - منصة قياس الأثر,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8023010 - إنشاء مقار إدارة العمل التطوعي لخدمة ضيوف الرحمن,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8023020 - منهجية عمل تعزز البنية المؤسسية للمنظمات غير الربحية,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8023030 - رفع الوعي الفني لدى منظمات القطاع غير الربحي,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8024010 - مشروع تقديم خدمات تأسيس وتفعيل وحدات ومراكز العمل التطوعي,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8024020 - مشروع الخدمات اللوجستية للعاملين في القطاع غير الربحي,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8024030 - تمكين الجمعيات المتخصصة العاملة في القطاع غير الربحي,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8024040 - تقديم الخدمات اللوجستية للتدريب في برنامج رائد,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8025010 - مشروع العربة,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8025020 - مشروع وزارة الرياضة,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8025030 - تقديم 3000 ساعة عمل تطوعية لموظفين شركة الكهرباء,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8025040 - مصنع الابتكار - اشوكا,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,5000.0
8025050 - حصر الاحتياج التدريبي في منظومة الصحة,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8025060 - مجموعات عمل التطوع التكافلي,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8025070 - سفر الإفطار في الحرم المكي,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,2200.0
8025080 - سوق الدار,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8025090 - هاكاثون الوعي المعرفي,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8025100 - مشروع منظومة عمل إدارة دراسات الحالة,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8025110 - مشروع خارطة الاستثمار الاجتماعي في قطاع الشباب,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8025120 - مشروع تقديم خدمات استشارية لأكاديمية الفوزان,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8026010 - تأسيس وحدة الاستثمار الاجتماعي مع جمعية متلازمة النجاح,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8026020 - التأهيل للتوظيف,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
8026030 - حاضنة أثر الطاقة الاجتماعية,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
Untagged,Cost of Goods Sold,Video shooting fee - 520902 - اتعاب تصوير فيديو,520902,0.0
Overall,Cost of Goods Sold,Withhodling tax - 530108 - ضريبة استقطاع,530108,5237.29
8000010 - تسوية مراكز التكلفة تكامل,Cost of Goods Sold,Withhodling tax - 530108 - ضريبة استقطاع,530108,3737.29
